Time,Value
0.0,0.0
1.0,1.1499882866492517
2.0,1.8325901375982234
3.0,2.2708253726444414
4.0,2.6799942403562884
5.0,2.977409076310683
6.0,3.2602197225114193
7.0,3.461261585922704
8.0,3.703815551315371
9.0,3.9144806817062507
10.0,3.971482459399756
11.0,4.141805651777921
12.0,4.1770674092310465
13.0,4.325578564873996
14.0,4.380485050608923
15.0,4.586307653644833
16.0,4.665266339669342
17.0,4.689742816908358
18.0,4.792999353241147
19.0,4.840029877830496
20.0,4.864058951991975
21.0,4.876295939502974
22.0,4.762755431780827
23.0,4.8942157875014765
24.0,4.989928798838627
25.0,4.9044620074799745
26.0,5.11560035636867
27.0,5.02052907082592
28.0,5.042985424442298
29.0,5.083582720574117
30.0,5.131928774779799
31.0,5.147947023984578
32.0,5.179589479773876
33.0,5.164774363044753
34.0,5.277944398731499
35.0,5.256608117914233
36.0,5.184192334663353
37.0,5.233423827285995
38.0,5.294607289928193
39.0,5.272016248652693
40.0,5.471037768380801
41.0,5.475162855743008
42.0,5.471474783249783
43.0,5.461089344509526
44.0,5.399043325357538
45.0,5.4531792266339085
46.0,5.5972460692569115
47.0,5.653395281223554
48.0,5.621425324474331
49.0,5.6168317617095775
50.0,5.606568555364056
51.0,5.535157326838403
52.0,5.647340245855525
53.0,5.702936101799804
54.0,5.623124080802963
55.0,5.650669692227308
56.0,5.777939228896124
57.0,5.638504445687546
58.0,5.888085004641195
59.0,5.946510187239327
60.0,5.95237249324445
61.0,5.950118348619009
62.0,5.971165828955282
63.0,5.932814604401457
64.0,6.086837990242521
65.0,6.092546445577001
66.0,6.08170141331375
67.0,6.063528309876508
68.0,6.058491748518078
69.0,5.90168779573147
70.0,5.906700126130885
71.0,6.0463856010612105
72.0,6.160085967106444
73.0,6.2118616548266266
74.0,6.221329749172519
75.0,6.157485225619993
76.0,6.286640894728396
77.0,6.39211082410602
78.0,6.334806988546766
79.0,6.38192273602033
80.0,6.339320392916056
81.0,6.343963470979514
82.0,6.427226509011674
83.0,6.32994077319756
84.0,6.325309756806264
85.0,6.342682218980703
86.0,6.350640265222362
87.0,6.324714189755122
88.0,6.452546192064203
89.0,6.584893149636949
90.0,6.598710744599388
91.0,6.696403906131922
92.0,6.6958825066583305
93.0,6.641322477875458
94.0,6.638727598878792
95.0,6.674653858923415
96.0,6.601471227500468
97.0,6.4880507676804315
98.0,6.408361733298631
99.0,6.493867054807049
100.0,6.55892724053635
101.0,6.542666801564618
102.0,6.627836968521207
103.0,6.659706853109175
104.0,6.621982372996406
105.0,6.738487080079034
106.0,6.777089339075369
107.0,6.709356324371132
108.0,6.820512800945772
109.0,6.891758554912847
110.0,6.749922068648999
111.0,6.642378635780726
112.0,6.682450449489596
113.0,6.710803797489602
114.0,6.722367099239141
115.0,6.818307601098953
116.0,6.864778751437565
117.0,6.895814706354056
118.0,6.848427379106537
119.0,6.812781916719638
120.0,6.859529864386602
121.0,7.00342734914537
122.0,7.193222336998296
123.0,7.183119269830475
124.0,7.063533312639545
125.0,7.153264456977556
126.0,7.151407408121792
127.0,7.142829728528038
128.0,7.207104411444335
129.0,7.240235943182162
130.0,7.36740118074045
131.0,7.3128198541334335
132.0,7.17524465376525
133.0,7.210993123354607
134.0,7.131180524754059
135.0,7.212108795158315
136.0,7.30841532545601
137.0,7.3810820685739795
138.0,7.199644364413457
139.0,7.336605723996301
140.0,7.315500615907542
141.0,7.343804805003557
142.0,7.326095576466513
143.0,7.367988132945315
144.0,7.3941227711176865
145.0,7.344675836936244
146.0,7.36322287390682
147.0,7.317717252090397
148.0,7.223824015614916
149.0,7.360921476566351
150.0,7.403368645274593
151.0,7.40729200249418
152.0,7.457681287223831
153.0,7.485420606754475
154.0,7.535388024933689
155.0,7.535887330676585
156.0,7.5763861794600516
157.0,7.555230921340783
158.0,7.588573747532383
159.0,7.532539431487826
160.0,7.786716711466898
161.0,7.719758926193666
162.0,7.782707295313003
163.0,7.744580780782785
164.0,7.792317081796926
165.0,7.831734721563004
166.0,7.802239179663855
167.0,7.8580577780267316
168.0,7.835084912219262
169.0,7.700673755971499
170.0,7.757530080352234
171.0,7.764391062108039
172.0,7.886643712831137
173.0,7.917416688493465
174.0,7.985126077847995
175.0,7.998511074125875
176.0,7.976876950445547
177.0,8.03465455113738
178.0,8.075314408581889
179.0,8.041844315054368
180.0,8.12727081265688
181.0,8.08122606468722
182.0,8.096122851668513
183.0,8.131297218657878
184.0,8.140795922344362
185.0,8.085186026788225
186.0,8.104101615512755
187.0,8.109630242070454
188.0,8.078413356269278
189.0,8.189451060569906
190.0,8.171713643387145
191.0,8.089360019718518
192.0,8.091850473789828
193.0,8.130370261858522
194.0,8.19952209997957
195.0,8.27535079146025
196.0,8.233553701472236
197.0,8.182603454197789
198.0,8.178643805517037
199.0,8.20272592493756
200.0,8.383556889497093
201.0,8.445463677002309
202.0,8.419661379017418
203.0,8.59065971227365
204.0,8.553965175594783
205.0,8.564652054256703
206.0,8.667212255521148
207.0,8.729360064883448
208.0,8.73908001712126
209.0,8.734069756172756
210.0,8.626639639473925
211.0,8.72635166741215
212.0,8.634271140048718
213.0,8.519658439811703
214.0,8.632266945746414
215.0,8.577622935953286
216.0,8.63393015923625
217.0,8.669725140862717
218.0,8.630510510969696
219.0,8.640726138726672
220.0,8.61587998844854
221.0,8.593538510699105
222.0,8.598923623835901
223.0,8.761572581461198
224.0,8.766826784481857
225.0,8.822996009376249
226.0,8.87834904286387
227.0,8.853924648992802
228.0,8.910994184237868
229.0,8.828756339006661
230.0,8.757114804698583
231.0,8.709355652690595
232.0,8.65372366949763
233.0,8.601888057060174
234.0,8.741135466265884
235.0,8.70749232724541
236.0,8.6506589121045
237.0,8.74397969103253
238.0,8.921678686585203
239.0,8.826518749292791
240.0,8.78826515746684
241.0,8.761825695009126
242.0,8.658803014389614
243.0,8.62629117158158
244.0,8.798118238708811
245.0,8.865936374558677
246.0,8.799367808529276
247.0,8.84052700975162
248.0,8.850866123382307
249.0,8.645858049685339
250.0,8.695925494745742
251.0,8.833780269079915
252.0,8.91332872822006
253.0,8.97895682581004
254.0,8.866023437240438
255.0,8.860189344505647
256.0,8.972217437153336
257.0,8.942369776266567
258.0,9.020513780809827
259.0,8.941481485481637
260.0,8.885635030496417
261.0,8.899281787733432
262.0,9.043468202874521
263.0,9.023358772093093
264.0,9.1957681674626
265.0,9.094244457320144
266.0,9.063565990266634
267.0,9.012600165011687
268.0,9.08914040413297
269.0,9.1329036134173
270.0,9.118261389117688
271.0,9.109684765237168
272.0,9.070467421806025
273.0,9.144512249680242
274.0,9.26606931464625
275.0,9.213178497642895
276.0,9.151956040559492
277.0,9.215502440096248
278.0,9.266184863555448
279.0,9.308549967236521
280.0,9.222042077414695
281.0,9.287699717502948
282.0,9.191593229357506
283.0,9.30638519851522
284.0,9.412754021176468
285.0,9.49654065616511
286.0,9.54838640081464
287.0,9.527843888313525
288.0,9.535951048326424
289.0,9.42413912803616
290.0,9.384890225231826
291.0,9.349009664380558
292.0,9.196223994413602
293.0,9.269387128495191
294.0,9.359284263378735
295.0,9.421802018563344
296.0,9.386397224345568
297.0,9.270642155553455
298.0,9.266888917645462
299.0,9.395760975941368
300.0,9.407890385249178
301.0,9.38220620406179
302.0,9.346012652752101
303.0,9.491711091534864
304.0,9.361862043468408
305.0,9.562959111897417
306.0,9.591817068248654
307.0,9.534547660712613
308.0,9.52786632805708
309.0,9.545530951040725
310.0,9.588810396924712
311.0,9.6356682097613
312.0,9.545658236981552
313.0,9.50829357349828
314.0,9.51967697644411
315.0,9.561335658519747
316.0,9.597057092263755
317.0,9.623702562602416
318.0,9.680291549557069
319.0,9.623456301104119
320.0,9.70850926292775
321.0,9.813794665773006
322.0,9.824525090911255
323.0,10.062149656651451
324.0,9.980898860800833
325.0,9.931563412609277
326.0,9.838129401901538
327.0,9.807695296585017
328.0,9.843827124528714
329.0,9.841282823077698
330.0,9.85652101752387
331.0,9.961980286671857
332.0,9.983754861489615
333.0,9.84241657616504
334.0,9.867317869805268
335.0,9.921194682613052
336.0,9.93856997755873
337.0,10.024192043684964
338.0,9.974558244071915
339.0,9.950278185395243
340.0,9.898661906597061
341.0,9.949064136879732
342.0,9.882947097086406
343.0,9.825601583165007
344.0,9.775027772399813
345.0,9.700644602605385
346.0,9.815325728501215
347.0,10.03120294373489
348.0,10.039188665277306
349.0,9.997775890235223
350.0,9.88138103093233
351.0,9.862523030451102
352.0,9.977547681402578
353.0,9.901622670185969
354.0,10.011683785997661
355.0,10.100681744201058
356.0,10.203314490488467
357.0,10.176048860513587
358.0,10.162906064387503
359.0,10.120630473830031
360.0,10.061056005989988
361.0,10.061792590246672
362.0,10.078674415903164
363.0,10.207929313854779
364.0,10.3343278237456
365.0,10.186541595395196
366.0,10.260289521524921
367.0,10.332877299805098
368.0,10.173367374188256
369.0,10.214214989770456
370.0,10.389360080695845
371.0,10.369614816443748
372.0,10.325379147287876
373.0,10.367719786512481
374.0,10.285901834011558
375.0,10.246025496365691
376.0,10.311908929402584
377.0,10.344785092404516
378.0,10.363513021407288
379.0,10.308125392845692
380.0,10.413600513087713
381.0,10.257849664694936
382.0,10.350965135961967
383.0,10.321384596394935
384.0,10.346759807007112
385.0,10.378573402964443
386.0,10.379440101905026
387.0,10.343859158465689
388.0,10.29671156413603
389.0,10.459115051207991
390.0,10.264612688002556
391.0,10.325939784997994
392.0,10.350095133571605
393.0,10.566465053512113
394.0,10.354328128812146
395.0,10.343800563036192
396.0,10.270603648911118
397.0,10.297999251243548
398.0,10.40219375550094
399.0,10.316926120844968
400.0,10.387885850028914
401.0,10.421769158124745
402.0,10.427793154468866
403.0,10.415046727792165
404.0,10.37167185391047
405.0,10.342697162819096
406.0,10.470767744520659
407.0,10.38986546815642
408.0,10.453858923827001
409.0,10.5317006218452
410.0,10.555995537872393
411.0,10.627503478230182
412.0,10.47008740103288
413.0,10.385455172521151
414.0,10.57959782497191
415.0,10.559917904755478
416.0,10.395443262526864
417.0,10.417042187251667
418.0,10.517762223241528
419.0,10.511742213789194
420.0,10.64815427121692
421.0,10.629660987175695
422.0,10.667933215059795
423.0,10.58111591230271
424.0,10.53804376230557
425.0,10.578346830860882
426.0,10.68605007582592
427.0,10.764864871302809
428.0,10.666521284282439
429.0,10.573385361202579
430.0,10.572049210316871
431.0,10.579115881256351
432.0,10.578576400051052
433.0,10.61428463419895
434.0,10.547583961011977
435.0,10.69746934189787
436.0,10.458837165518114
437.0,10.528020061922208
438.0,10.53237020738649
439.0,10.459454519173164
440.0,10.464865374361263
441.0,10.34806288423838
442.0,10.505588615715068
443.0,10.464491308244197
444.0,10.615800950543065
445.0,10.517646342918999
446.0,10.573709522717294
447.0,10.561713478728064
448.0,10.593449697738345
449.0,10.582062630266387
450.0,10.512506887348817
451.0,10.541875534998445
452.0,10.588265158837093
453.0,10.667071667682412
454.0,10.725318525431495
455.0,10.763173332837349
456.0,10.632151167551582
457.0,10.742974630424765
458.0,10.807022340379959
459.0,10.864131547026846
460.0,10.92283573839981
461.0,10.879158995243511
462.0,11.001836026660103
463.0,11.036538925155348
464.0,11.053274965487878
465.0,11.04820053200621
466.0,10.948939570660883
467.0,10.914857736425587
468.0,10.861284348099314
469.0,10.82354012979097
470.0,10.908584201894891
471.0,10.823264787318516
472.0,10.880508038209069
473.0,10.922556407673824
474.0,10.983247555897933
475.0,10.94621813769138
476.0,10.979012873674307
477.0,11.000203790745648
478.0,11.05311654496752
479.0,11.024021073906313
480.0,10.977615760468455
481.0,11.086753953766628
482.0,10.992519182981786
483.0,10.927570968999234
484.0,10.950289028607154
485.0,11.090282252386091
486.0,11.011788012165066
487.0,10.949256766961707
488.0,11.065186048023758
489.0,10.95815879182896
490.0,10.953084794868314
491.0,11.019839123450637
492.0,10.987559343959445
493.0,11.030606026716768
494.0,10.920691520521146
495.0,11.036641685548329
496.0,11.004357759709533
497.0,10.862007563686147
498.0,10.872976624945409
499.0,10.912552977376423
500.0,10.971759373533613
501.0,11.00105487171028
502.0,11.06857012277236
503.0,11.119885640426794
504.0,11.190066982265364
505.0,11.179393758370459
506.0,11.061549912542091
507.0,10.96114944764465
508.0,10.8710562208952
509.0,10.85901785546231
510.0,10.888410636754058
511.0,11.031027589801646
512.0,11.009011721082622
513.0,11.034110581433152
514.0,11.045406150902501
515.0,10.87760901389095
516.0,10.988052493908775
517.0,11.063229440649373
518.0,11.097939581100007
519.0,11.070750901173238
520.0,11.046711159550402
521.0,11.146873164798164
522.0,11.025366433647692
523.0,11.182157347385234
524.0,11.31199431848492
525.0,11.270582740567464
526.0,11.174862160825668
527.0,11.156993588517047
528.0,10.99132249790414
529.0,11.118882863318857
530.0,11.131401448443057
531.0,11.08133577311419
532.0,11.177233310253051
533.0,11.188517857001147
534.0,11.169846520584539
535.0,11.122554239029602
536.0,11.107004817729427
537.0,11.079891095796548
538.0,10.975600691955039
539.0,11.05674000476568
540.0,10.991850110400568
541.0,10.997516187615588
542.0,11.044682505574313
543.0,11.281575668043743
544.0,11.2450109258765
545.0,11.247501458380736
546.0,11.210481498230436
547.0,11.239768745591938
548.0,11.188271717109762
549.0,11.21139650548925
550.0,11.292852104303986
551.0,11.40538442457624
552.0,11.35865006197173
553.0,11.388277541017676
554.0,11.414206547218946
555.0,11.45825807187083
556.0,11.418775586827302
557.0,11.405622192201353
558.0,11.341550282924846
559.0,11.277208941903568
560.0,11.28159483468933
561.0,11.346782522282844
562.0,11.34656346568795
563.0,11.071015260968691
564.0,11.108006649466258
565.0,11.31662083229558
566.0,11.276203374825622
567.0,11.324351657488505
568.0,11.30771107335756
569.0,11.223534469015567
570.0,11.37571509265434
571.0,11.384690196700745
572.0,11.399522166474915
573.0,11.491653261955305
574.0,11.567828454463436
575.0,11.479644123505375
576.0,11.499812610280435
577.0,11.511261897526147
578.0,11.56253270282661
579.0,11.677211122492498
580.0,11.551967085808116
581.0,11.500484233734412
582.0,11.656058402869718
583.0,11.676901662606477
584.0,11.527419693358198
585.0,11.521306324351555
586.0,11.48987521310696
587.0,11.71166951160664
588.0,11.676733510255232
589.0,11.579610010708873
590.0,11.481226407177825
591.0,11.416662277969076
592.0,11.316729787977707
593.0,11.36330447274402
594.0,11.41641215104623
595.0,11.498929882410001
596.0,11.376530915007546
597.0,11.346974076121441
598.0,11.311839300729249
599.0,11.407402898358068
600.0,11.332691788571335
601.0,11.477641150444754
602.0,11.33694964130342
603.0,11.380333341779355
604.0,11.390836527074045
605.0,11.322061033635572
606.0,11.312201170771765
607.0,11.346918313055312
608.0,11.37960851907384
609.0,11.389572643077418
610.0,11.497216396103862
611.0,11.54640108340921
612.0,11.504175859442402
613.0,11.454987664918557
614.0,11.611342580832082
615.0,11.588751563671183
616.0,11.516003980562655
617.0,11.624427426315284
618.0,11.539442320495235
619.0,11.482755867781677
620.0,11.462087115927352
621.0,11.5530321298335
622.0,11.560733831668315
623.0,11.546760715213516
624.0,11.561091726689863
625.0,11.484167504434161
626.0,11.498951464773588
627.0,11.410771046279296
628.0,11.505141425119012
629.0,11.416885213055325
630.0,11.631824374772524
631.0,11.594953238787829
632.0,11.69130665771077
633.0,11.703845930133582
634.0,11.616421932466475
635.0,11.769665763235444
636.0,11.699778195896402
637.0,11.610340728198086
638.0,11.479387820810922
639.0,11.485366243907976
640.0,11.551378339042275
641.0,11.61219374380052
642.0,11.786785024374181
643.0,11.861183215118993
644.0,11.792476994245547
645.0,11.808900208315505
646.0,11.733169568152217
647.0,11.65440152591334
648.0,11.75786023580239
649.0,11.775479148674124
650.0,11.71919653811319
651.0,11.74619596182887
652.0,11.682590585914564
653.0,11.692455917838913
654.0,11.746704114811372
655.0,11.720302110808213
656.0,11.736943032090412
657.0,11.71718552944006
658.0,11.662688537482223
659.0,11.801004046685035
660.0,11.86613890078182
661.0,11.764344218737847
662.0,11.78183187384546
663.0,11.602993507253965
664.0,11.516097959000154
665.0,11.514652801940455
666.0,11.644736778508706
667.0,11.672039598909851
668.0,11.733171004198407
669.0,11.857856335954908
670.0,11.799979033908468
671.0,11.674417681862542
672.0,11.642502151959105
673.0,11.602793831660803
674.0,11.559937856030468
675.0,11.758583371339942
676.0,11.75165310200288
677.0,11.751350463184394
678.0,11.720050156340072
679.0,11.850553539682162
680.0,11.773738055178137
681.0,11.705200281305201
682.0,11.766996796996677
683.0,11.672963628576921
684.0,11.723206052500856
685.0,11.683749111680681
686.0,11.644575196596648
687.0,11.686990516924377
688.0,11.663326952023779
689.0,11.71052943234236
690.0,11.627313541337053
691.0,11.67089116055827
692.0,11.645685496462058
693.0,11.784059928801131
694.0,11.892593861875467
695.0,11.85032289211771
696.0,11.821288480055212
697.0,11.757831025024553
698.0,11.789412320735133
699.0,11.854327025793776
700.0,11.717707682592001
701.0,11.75979975683946
702.0,11.873304154627702
703.0,11.82945532713329
704.0,11.949803969097278
705.0,11.98051875641265
706.0,11.968797178261019
707.0,11.820173532070713
708.0,11.971521421427186
709.0,12.061593801608224
710.0,11.944110937191347
711.0,11.888376256750314
712.0,11.90945721929836
713.0,11.858249518385339
714.0,11.981361355378755
715.0,11.887615958526915
716.0,11.786190841028695
717.0,11.875978621566686
718.0,11.817699560026751
719.0,11.972505914336715
720.0,11.913101242710372
721.0,12.04593710152171
722.0,11.936030147925178
723.0,11.945793651354085
724.0,11.99463595684798
725.0,12.101485641426931
726.0,12.030180379607275
727.0,12.019847572673704
728.0,11.980303986257073
729.0,11.784522952310239
730.0,11.914651625283689
731.0,11.942311265273174
732.0,12.022276206312792
733.0,11.89676980607525
734.0,11.84115911857809
735.0,11.93781329577014
736.0,11.992633218514857
737.0,11.935920187395672
738.0,11.90147346775376
739.0,11.840752520242425
740.0,11.838876097243382
741.0,11.84035667792377
742.0,11.915755696289896
743.0,12.007758962900663
744.0,11.988353790915
745.0,12.015734873754814
746.0,11.947237215606117
747.0,11.907341896119341
748.0,11.942838614834024
749.0,11.782310783366638
750.0,11.915965544185854
751.0,11.830881156708488
752.0,12.058025638213069
753.0,12.082419516279801
754.0,12.031213912656623
755.0,12.096105686426094
756.0,12.210010941606052
757.0,12.161997734021405
758.0,12.08510115498298
759.0,12.063500200541924
760.0,12.003166802823083
761.0,11.892665960443432
762.0,11.977151044943783
763.0,11.989136738143582
764.0,11.978988056583626
765.0,12.017069211902637
766.0,11.836902504579564
767.0,11.686930159465941
768.0,11.793983420339407
769.0,11.859754954064265
770.0,11.82827853025771
771.0,11.83918665032781
772.0,11.735098387086676
773.0,11.819419041188297
774.0,11.850243469966374
775.0,11.814005427762254
776.0,11.973782255124627
777.0,11.841569844987935
778.0,11.897667753346408
779.0,11.776267048949737
780.0,11.829200382622114
781.0,11.731166454669957
782.0,11.848874242587067
783.0,11.894145645694664
784.0,11.908234749757176
785.0,11.931225502461563
786.0,11.94934211449808
787.0,11.845466394137476
788.0,11.833094757264053
789.0,11.763819358731693
790.0,11.763939141611575
791.0,11.754889344632652
792.0,11.8838714450024
793.0,11.698175996206103
794.0,11.775366262017318
795.0,11.830544053033504
796.0,11.830955506780374
797.0,11.784745894231547
798.0,11.795627684422888
799.0,11.868894568655353
800.0,12.00135917188807
801.0,11.99763781754676
802.0,12.00504473116122
803.0,12.038319576513292
804.0,11.918306909063244
805.0,11.95137534399253
806.0,12.08320407584023
807.0,11.882187648278213
808.0,11.963965884385157
809.0,11.989504854665409
810.0,12.110672532217688
811.0,12.14290302293459
812.0,11.995569779403953
813.0,11.833540146112396
814.0,11.801468898483899
815.0,11.995345683902856
816.0,12.048190687343121
817.0,11.919594967578266
818.0,11.809168745211856
819.0,12.039870747199808
820.0,12.050118211952096
821.0,12.18108367983043
822.0,12.100207011820784
823.0,12.179610222195178
824.0,12.23491589264939
825.0,12.211731704704958
826.0,12.169533317563529
827.0,12.137811414695348
828.0,12.06616979438785
829.0,12.152509261050854
830.0,12.134872313332561
831.0,12.086004076117284
832.0,12.156381345271566
833.0,12.198594125541646
834.0,12.160017424720753
835.0,12.149698945116473
836.0,12.09157460860998
837.0,12.036659085884907
838.0,12.131139861941262
839.0,12.143917417145236
840.0,12.180900015220152
841.0,12.139097500094788
842.0,12.16385644168923
843.0,12.167039943760809
844.0,12.069775923796849
845.0,12.175317241685939
846.0,12.095600519851729
847.0,12.079302300822846
848.0,12.095360609570053
849.0,12.259941832554114
850.0,12.243484886445868
851.0,12.144580578013887
852.0,12.240903903217232
853.0,12.077888767957111
854.0,12.143086618463027
855.0,12.101016508569252
856.0,12.066576234708576
857.0,12.053835653947191
858.0,12.02473872505496
859.0,12.115638152569366
860.0,12.119170116383293
861.0,12.052957013631245
862.0,12.051294870066679
863.0,12.140418416344392
864.0,12.263931057576459
865.0,12.144857779096974
866.0,12.072002239732234
867.0,12.133009710632543
868.0,12.131183142332205
869.0,12.172988700696024
870.0,12.234688160551826
871.0,12.209290909379574
872.0,12.254693866887063
873.0,12.125292823514359
874.0,12.123831593742292
875.0,12.265068050766388
876.0,12.179578164622919
877.0,12.297052665624973
878.0,12.251856935932219
879.0,12.25467016450447
880.0,12.291185266946998
881.0,12.179853738057298
882.0,12.222445899408346
883.0,12.21626719221116
884.0,12.268516473419142
885.0,12.212543151307367
886.0,12.235693199853145
887.0,12.310716416859552
888.0,12.227546045966017
889.0,12.146064340490899
890.0,12.178572108094206
891.0,12.11978693702258
892.0,12.108932184332442
893.0,12.086332748151243
894.0,12.089176623550909
895.0,12.236623681874157
896.0,12.306628794620343
897.0,12.21245849980328
898.0,12.353445149420766
899.0,12.250025374168713
900.0,12.13186955081193
901.0,12.189034396881453
902.0,12.207397676821369
903.0,12.337558468741827
904.0,12.18075925740919
905.0,12.174059125631686
906.0,12.238665963556029
907.0,12.380895980626246
908.0,12.342682123446282
909.0,12.311006430339425
910.0,12.208759384094424
911.0,12.275670977621807
912.0,12.243647724575045
913.0,12.280679367735438
914.0,12.08420901947885
915.0,12.150376402287728
916.0,12.269350267339236
917.0,12.236895572927004
918.0,12.175652470110592
919.0,12.249543077710403
920.0,12.300269013715836
921.0,12.320655048024543
922.0,12.17793560253698
923.0,12.099626542095157
924.0,12.041737904353068
925.0,12.143979673478979
926.0,12.32607750356542
927.0,12.423301914278426
928.0,12.241144742255145
929.0,12.22001191577955
930.0,12.129238644411867
931.0,12.175731106149005
932.0,12.1523249393859
933.0,12.326908798571107
934.0,12.337593057349704
935.0,12.193603937020242
936.0,12.250610640114376
937.0,12.227245314405728
938.0,12.247583699915012
939.0,12.330846591406491
940.0,12.38369938764079
941.0,12.396620103255911
942.0,12.267765814268772
943.0,12.433572668023952
944.0,12.322105023472984
945.0,12.257363078827265
946.0,12.19312008448005
947.0,12.20830099280494
948.0,12.180498837748306
949.0,12.18227546074519
950.0,12.158399826724759
951.0,12.111677498035295
952.0,12.186218457688845
953.0,12.178619167124287
954.0,12.265908706300914
955.0,12.365952445239573
956.0,12.365270566545611
957.0,12.200037784148304
958.0,12.299129729293288
959.0,12.210774178939594
960.0,12.196869627143867
961.0,12.272169575229487
962.0,12.250066312540763
963.0,12.341701484026558
964.0,12.382150731214429
965.0,12.33858676247927
966.0,12.389820158468012
967.0,12.314648242396952
968.0,12.36175800145123
969.0,12.282416889940157
970.0,12.423265313707306
971.0,12.316506340599881
972.0,12.302821457837172
973.0,12.20463892496629
974.0,12.191376214808049
975.0,12.27954211166106
976.0,12.302899289920854
977.0,12.290094468980906
978.0,12.284988195369099
979.0,12.308319177894315
980.0,12.427321795201573
981.0,12.338753926915194
982.0,12.450376585486467
983.0,12.439757806399223
984.0,12.374039830838651
985.0,12.354552123039593
986.0,12.346759430028778
987.0,12.308688515758703
988.0,12.48251856134806
989.0,12.391142574074328
990.0,12.394427152412657
991.0,12.302444623433356
992.0,12.243821509918327
993.0,12.092655920251955
994.0,12.189005043572864
995.0,12.309785658573665
996.0,12.155806524631613
997.0,12.224959455567992
998.0,12.21985260204795
999.0,12.255046894714878
1000.0,12.154093754948756
